,,Location 2021,,-->,Location 2022,AIFDB,,,,Corpus Exists in AIFDB?,Most Recent Map in Corpus,Participants Tidied?,Transcript added to edit link?,2021 Corpus Edit LInk,2022 Corpus Edit Link,Text Present 2021 Location,Text Present 2022 Location,Progress Sheet Link,Transcript Google Doc link
Testrun,Corpus,AIFDBQT Map,AIFDB Map,,AIFDB Map,Old ID,,,Part number,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21576,21576,,,,,,10,y,21576,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21574,21574,,,,,,11,y,21574,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21577,21577,,,,,,12,y,21577,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21579,21579,,,,,,13,y,21579,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21584,21584,,,,,,14,y,21584,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21583,23372,,,21583,,,15,y,23372,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21586,21586,,,,,,16,y,21586,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21585,21585,,,,,,17,y,21585,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21588,21588,,,,,,18,y,21588,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21580,21580,,,,,,19,y,21580,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21582,21582,,,,,,20,y,21582,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21587,21587,,,,,,21,y,21587,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21581,21581,,,,,,22,y,21581,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21589,21589,,,,,,23,y,21589,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21593,21593,,,,,,24,y,21593,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21591,23374,,,21591,,,25,y,23374,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21594,21594,,,,,,26,y,21594,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21598,21598,,,,,,27,y,21598,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21592,21592,,,,,,28,y,21592,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21595,21595,,,,,,29,y,21595,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21607,21607,,,,,,30,y,21607,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21600,23376,,,21600,,,31,y,23376,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21599,21599,,,,,,32,y,21599,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21604,21604,,,,,,33,y,21604,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21608,21608,,,,,,34,y,21608,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21612,21612,,,,,,35,y,21612,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21602,21602,,,,,,36,y,21602,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21597,23378,,,21597,,,37,y,23378,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21596,21596,,,,,,38,y,21596,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21603,21603,,,,,,39,y,21603,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21611,21611,,,,,,40,y,21611,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21601,21601,,,,,,41,y,21601,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21614,21614,,,,,,42,y,21614,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21609,21609,,,,,,43,y,21609,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21606,21606,,,,,,44,y,21606,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21613,21613,,,,,,45,y,21613,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21610,21610,,,,,,46,y,21610,,,,,,,,
cutietestrun24June2021,cutietestrun24June2021,21605,21605,,,,,,47,y,21605,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun24June2021,IAAcuties24June2021old,21583,21583,,23372,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=5e26e38ea7efc74fb362ab8cc1a4f184,http://corpora.aifdb.org/edit.php?k=0a8a4d2f2409256ed5d73d62c3528a6b,,,,
cutietestrun24June2021,IAAcuties24June2021old,21591,21591,,23374,,,,,y,,,,,,,,,
cutietestrun24June2021,IAAcuties24June2021old,21600,21600,,23376,,,,,y,,,,,,,,,
cutietestrun24June2021,IAAcuties24June2021old,21597,21597,,23378,,,,,y,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun24June2021,IAAcuties24June2021new,22210,,,23453,23373,,15,,y,23453,,,http://corporaqt.arg.tech/edit.php?k=f5b21cc9b15bb111ec8be8fa508dbd06,http://corpora.aifdb.org/edit.php?k=00a0dd191114ed0d5c9710102bae268c ,,,,
cutietestrun24June2021,IAAcuties24June2021new,22211,,,23375,,,25,,y,23375,,,,,,,,
cutietestrun24June2021,IAAcuties24June2021new,22212,,,23543,23377,,31,,y,23543,,,,,,,,
cutietestrun24June2021,IAAcuties24June2021new,22213,,,23455,,,27,,y,23455,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21425,21425,,,,,,1,y,21425,,y,http://corpora.aifdb.org/edit.php?k=5adebda30b7e844848398617335f1bb8,,,,https://docs.google.com/spreadsheets/d/1FercpzxYz1n1VnnMdg6Ri6hcYKf4a7ePr3mqpBOxCSY/edit#gid=1598459614,https://docs.google.com/document/d/17nntDEzg6ai0Yz72dTD__OZsgYtE16mHAAPoVnGX-jE/edit?usp=sharing
cutietestrun10June2021,cutietestrun10June2021,21431,21431,,,,,,2,y,21431,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21430,21430,,,,,,3,y,21430,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21433,21433,,,,,,4,y,21433,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21428,21428,,,,,,5,y,21428,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21426,21426,,,,,,6,y,21426,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21427,21427,,,,,,7,y,21427,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21432,21432,,,,,,8,y,21432,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21434,21434,,,,,,9,y,21434,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21444,21444,,,,,,10,y,21444,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21436,21436,,,,,,11,y,21436,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21429,21429,,,,,,12,y,21429,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21435,23290,,,21435,,,13,y,23290,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21438,21438,,,,,,14,y,21438,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21441,21441,,,,,,15,y,21441,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21439,21439,,,,,,16,y,21439,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21437,21437,,,,,,17,y,21437,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21445,21445,,,,,,18,y,21445,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21443,25400,,,23301; 21443,,,19,y,25400,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21448,21448,,,,,,20,y,21448,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21452,21452,,,,,,21,y,21452,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21442,21442,,,,,,22,y,21442,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21451,21451,,,,,,23,y,21451,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21449,21449,,,,,,24,y,21449,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21456,21456,,,,,,25,y,21456,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21446,21446,,,,,,26,y,21446,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21447,21447,,,,,,27,y,21447,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21454,21454,,,,,,28,y,21454,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21450,21450,,,,,,29,y,21450,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21453,21453,,,,,,30,y,21453,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21455,21455,,,,,,31,y,21455,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21470,23307,,,21470,,,32,y,23307,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21472,21472,,,,,,33,y,21472,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21458,21458,,,,,,34,y,21458,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21477,21477,,,,,,35,y,21477,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21465,21465,,,,,,36,y,21465,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21476,21476,,,,,,37,y,21476,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21467,21467,,,,,,38,y,21467,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21457,21457,,,,,,39,y,21457,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21461,21461,,,,,,40,y,21461,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21459,21459,,,,,,41,y,21459,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21462,21462,,,,,,42,y,21462,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21473,21473,,,,,,43,y,21473,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21464,21464,,,,,,44,y,21464,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21460,21460,,,,,,45,y,21460,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21471,21471,,,,,,46,y,21471,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21463,21463,,,,,,46,y,21463,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21468,21468,,,,,,48,y,21468,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21479,21479,,,,,,49,y,21479,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21474,21474,,,,,,50,y,21474,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21480,21480,,,,,,51,y,21480,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21475,23368,,,21475,,,52,y,23368,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21478,21478,,,,,,53,y,21478,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21481,21481,,,,,,54,y,21481,,,,,,,,
cutietestrun10June2021,cutietestrun10June2021,21469,21469,,,,,,55,y,21469,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun10June2021,IAAcuties10June2021old,21435,21435,,23290,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=3eed0c60621a8f5ad692189f343d1b74,http://corpora.aifdb.org/edit.php?k=3a2757f851886e7d06e0c4491edbd5c5,n,,,
cutietestrun10June2021,IAAcuties10June2021old,21443,21443,,23301,,,,,y,,,,,,n,,,
cutietestrun10June2021,IAAcuties10June2021old,21470,21470,,23307,,,,,y,,,,,,n,,,
cutietestrun10June2021,IAAcuties10June2021old,21475,21475,,23368,,,,,y,,,,,,n,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun10June2021,IAAcuties10June2021new,22229,,,23298,,,,13,y,23298,,,http://corporaqt.arg.tech/edit.php?k=a2b24fcc48dde4020826bbde39d68272,http://corpora.aifdb.org/edit.php?k=561fd9901844803a5cac2ae6185e064a ,y,,,
cutietestrun10June2021,IAAcuties10June2021new,22230,,,23305,,,,19,y,23305,,,,,y,,,
cutietestrun10June2021,IAAcuties10June2021new,22139,,,23452,,,,32,y,23452,,,,,y,,,
cutietestrun10June2021,IAAcuties10June2021new,22209,,,23371,,,,52,y,23371,,,,,y,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21362,21362,,,,,,1,y,21362,,y,http://corpora.aifdb.org/edit.php?k=f187b23733dddc5d0376ba0c403cdbe5,,,,https://docs.google.com/spreadsheets/d/1FercpzxYz1n1VnnMdg6Ri6hcYKf4a7ePr3mqpBOxCSY/edit#gid=1059855134,https://docs.google.com/document/d/1xv-DDXdEt6fBzziiwGloucfN9BY64tt_qsTKmBjG_xM/edit?usp=sharing
cutietestrun27may2021,cutietestrun27may2021,21364,21364,,,,,,2,y,21364,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21365,21365,,,,,,3,y,21365,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21363,21363,,,,,,4,y,21363,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21367,21367,,,,,,5,y,21367,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21372,21372,,,,,,6,y,21372,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21370,21370,,,,,,7,y,21370,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21369,21369,,,,,,8,y,21369,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21374,25515,,,23264; 21374,,,9,y,25515,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21366,21366,,,,,,10,y,21366,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21379,21379,,,,,,11,y,21379,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21371,21371,,,,,,12,y,21371,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21384,21384,,,,,,13,y,21384,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21387,25516,,,21387,,,14,y,25516,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21368,21368,,,,,,15,y,21368,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21380,21380,,,,,,16,y,21380,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21373,21373,,,,,,17,y,21373,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21377,25517,,,21377,,,18,y,25517,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21383,25518,,,21383,,,19,y,25518,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21400,21400,,,,,,20,y,21400,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21385,23266,,,21385,,,21,y,23266,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21382,21382,,,,,,22,y,21382,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21375,21375,,,,,,23,y,21375,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21381,21381,,,,,,24,y,21381,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21376,21376,,,,,,25,y,21376,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21378,21378,,,,,,26,y,21378,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21391,21391,,,,,,27,y,21391,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21392,21392,,,,,,28,y,21392,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21393,21393,,,,,,29,y,21393,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21389,21389,,,,,,30,y,21389,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21386,21386,,,,,,31,y,21386,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21388,21388,,,,,,32,y,21388,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21402,21402,,,,,,33,y,21402,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21403,21403,,,,,,34,y,21403,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21396,21396,,,,,,35,y,21396,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21395,21395,,,,,,36,y,21395,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21397,21397,,,,,,37,y,21397,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21398,23275,,,21398,,,38,y,23275,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21401,21401,,,,,,39,y,21401,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21406,21406,,,,,,40,y,21406,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21399,21399,,,,,,41,y,21399,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21390,21390,,,,,,42,y,21390,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21394,21394,,,,,,43,y,21394,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21410,25519,,,21410,,,44,y,25519,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21414,21414,,,,,,45,y,21414,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21408,21408,,,,,,46,y,21408,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21415,21415,,,,,,47,y,21415,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21417,21417,,,,,,48,y,21417,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21413,23280,,,21413,,,49,y,23280,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21416,21416,,,,,,50,y,21416,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21411,21411,,,,,,51,y,21411,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21407,21407,,,,,,52,y,21407,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21412,21412,,,,,,53,y,21412,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21404,21404,,,,,,54,y,21404,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21409,21409,,,,,,55,y,21409,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,21405,21405,,,,,,56,y,21405,,,,,,,,
cutietestrun27may2021,cutietestrun27may2021,,26087,,,,,,IMC,y,26087,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun27may2021,IAAcuties27May2021old,21374,21374,,23264,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=3541076e1a15b6df265c2d2eef468c87,http://corpora.aifdb.org/edit.php?k=ecb5b7b6bdbdff97f0b197ec54cfb1d2,n,y,,
cutietestrun27may2021,IAAcuties27May2021old,21385,21385,,23266,,,,,y,,,,,,n,y,,
cutietestrun27may2021,IAAcuties27May2021old,21398,21398,,23275,,,,,y,,,,,,n,y,,
cutietestrun27may2021,IAAcuties27May2021old,21413,21413,,23280,,,,,y,,,,,,n,y,,
,,,,,,,,,,,,,,,,,,,
cutietestrun27may2021,IAAcuties27May2021new,22224,,,23265,,,,9,y,23265,,,http://corporaqt.arg.tech/edit.php?k=03e18e068d3b496a417d99a63e6ef53f,http://corpora.aifdb.org/edit.php?k=7231a3b7fbe1e60f3182594669cd9173 ,y,y,,
cutietestrun27may2021,IAAcuties27May2021new,22226,,,23271,,,,21,y,23271,,,,,y,y,,
cutietestrun27may2021,IAAcuties27May2021new,22227,,,23277,,,,38,y,23277,,,,,y,y,,
cutietestrun27may2021,IAAcuties27May2021new,22228,,,23284,,,,49,y,23284,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21268,21268,,,,,,1,y,21268,,y,http://corpora.aifdb.org/edit.php?k=f54cb5664015b8a86131d50b0c151f0e,,,,https://docs.google.com/spreadsheets/d/1FercpzxYz1n1VnnMdg6Ri6hcYKf4a7ePr3mqpBOxCSY/edit#gid=1833226752,https://docs.google.com/document/d/1dC4ISvw7eUead7bkJC-_PWZMJfNfCtHmBjLWgVJzc1c/edit?usp=sharing
cutietestrun20may2021,cutietestrun20may2021,21271,21271,,,,,,2,y,21271,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21273,21273,,,,,,3,y,21273,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21269,21269,,,,,,4,y,21269,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21270,21270,,,,,,5,y,21270,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21279,21279,,,,,,6,y,21279,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21272,21272,,,,,,7,y,21272,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21277,21277,,,,,,8,y,21277,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21285,21285,,,,,,9,y,21285,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21276,21276,,,,,,10,y,21276,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21284,21284,,,,,,11,y,21284,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21275,21275,,,,,,12,y,21275,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21278,23534,,,21278,,,13,y,23534,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21274,21274,,,,,,14,y,21274,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21291,21291,,,,,,15,y,21291,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21293,21293,,,,,,16,y,21293,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21280,21280,,,,,,17,y,21280,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21286,21286,,,,,,18,y,21286,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21290,23154,,,21290,,,19,y,23154,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21295,21295,,,,,,20,y,21295,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21296,25476,,,21296,,,21,y,25476,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21297,21297,,,,,,22,y,21297,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21302,21302,,,,,,23,y,21302,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21281,21281,,,,,,24,y,21281,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21288,21288,,,,,,25,y,21288,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21283,21283,,,,,,26,y,21283,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21287,21287,,,,,,27,y,21287,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21301,21301,,,,,,28,y,21301,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21289,21289,,,,,,29,y,21289,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21303,21303,,,,,,30,y,21303,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21299,21299,,,,,,31,y,21299,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21306,21306,,,,,,32,y,21306,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21298,21298,,,,,,33,y,21298,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21300,21300,,,,,,34,y,21300,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21294,21294,,,,,,35,y,21294,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21292,23156,,,21292,,,36,y,23156,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21305,21305,,,,,,37,y,21305,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21304,21304,,,,,,38,y,21304,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21307,21307,,,,,,39,y,21307,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21309,21309,,,,,,40,y,21309,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21308,21308,,,,,,41,y,21308,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21315,21315,,,,,,42,y,21315,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21310,21310,,,,,,43,y,21310,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21330,21330,,,,,,44,y,21330,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21311,21311,,,,,,45,y,21311,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21326,21326,,,,,,46,y,21326,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21327,21327,,,,,,47,y,21327,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21329,21329,,,,,,48,y,21329,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21320,23451,,,21320,,,49,y,23451,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21324,21324,,,,,,50,y,21324,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21319,21319,,,,,,52,y,21319,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21312,21312,,,,,,53,y,21312,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21328,21328,,,,,,54,y,21328,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21316,21316,,,,,,55,y,21316,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21318,21318,,,,,,56,y,21318,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21322,21322,,,,,,57,y,21322,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21321,21321,,,,,,58,y,21321,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21317,21317,,,,,,59,y,21317,,,,,,,,
cutietestrun20may2021,cutietestrun20may2021,21313,21313,,,,,,60,y,21313,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun20may2021,IAAcuties20May2021old,21278,21278,,23534,23151,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=2ab8521ed94dc580ab95381be2f70c44,http://corpora.aifdb.org/edit.php?k=0a4694278d68a07822363d3d3602e6e4,n,,,
cutietestrun20may2021,IAAcuties20May2021old,21290,21290,,23154,,,,,y,,,,,,n,,,
cutietestrun20may2021,IAAcuties20May2021old,21292,21292,,23156,,,,,y,,,,,,n,,,
cutietestrun20may2021,IAAcuties20May2021old,21320,21320,,23451,23158,,,,y,,,,,,n,,,
,,,,,,,,,,,,,,,,,,,
cutietestrun20may2021,IAAcuties20May2021new,22206,,,23532,23153,,,13,y,23532,,,http://corporaqt.arg.tech/edit.php?k=fb316bf44b3a76b5c88c96a6a0aa8574,http://corpora.aifdb.org/edit.php?k=a4aa0942d98df8bfc8a4224cae276877,y,,,
cutietestrun20may2021,IAAcuties20May2021new,22207,,,23155,,,,19,y,23155,,,,,y,,,
cutietestrun20may2021,IAAcuties20May2021new,22208,,,23157,23450(part49),,,36,n,old map/wrong part has been uploaded to corpus,,,,,y,,,
cutietestrun20may2021,IAAcuties20May2021new,22221,,,23540,23350,,,49,y,23540,,,,,y,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20969,20969,,,,,,1,y,20969,,y,http://corpora.aifdb.org/edit.php?k=cfba0a790fceec6368df87ac31dbe1ef,,,,https://docs.google.com/spreadsheets/d/1FercpzxYz1n1VnnMdg6Ri6hcYKf4a7ePr3mqpBOxCSY/edit#gid=1486336520,https://docs.google.com/document/d/1fZIijT3Ku0CslQX4kuptHOb8in59jahzZ1qNBymLOlc/edit?usp=sharing
cutiestestrun29april2021,cutiestestrun29april2021,20970,20970,,,,,,2,y,20970,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20979,20979,,,,,,3,y,20979,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20972,20972,,,,,,4,y,20972,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20978,20978,,,,,,5,y,20978,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20974,20974,,,,,,6,y,20974,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20975,20975,,,,,,7,y,20975,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20971,20971,,,,,,8,y,20971,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20987,20987,,,,,,9,y,20987,,,,,,,,
